,genre,ClusterLabel
68551,Experimental,0
68573,Experimental,1
68579,Experimental,7
68582,Electronic,2
68587,Electronic,2
68592,Hip-Hop,5
68600,Hip-Hop,7
68601,Hip-Hop,2
68680,Electronic,3
68682,Electronic,5
68683,Electronic,0
68820,Rock,2
68821,Rock,2
68837,Folk,0
68838,Folk,7
68839,Folk,0
68840,Folk,0
68841,Folk,0
68842,Folk,7
68843,Folk,7
68844,Folk,7
68851,Folk,2
68852,Folk,2
68853,Folk,2
68854,Folk,2
68860,Folk,2
68861,Folk,2
68862,Folk,2
68869,Experimental,2
68872,Experimental,2
68875,Experimental,2
68891,Electronic,2
68892,Electronic,2
68893,Electronic,2
68894,Electronic,2
68895,Electronic,2
68896,Electronic,2
68897,Electronic,2
68898,Electronic,2
68899,Electronic,2
68909,Rock,2
69001,Experimental,7
69002,Experimental,7
69170,Electronic,2
69181,Pop,2
69182,Pop,2
69188,Pop,2
69193,Electronic,2
69194,Electronic,0
69195,Electronic,2
69196,Electronic,2
69197,Electronic,2
69198,Electronic,2
69199,Electronic,2
69200,Electronic,2
69201,Electronic,2
69202,Electronic,2
69203,Electronic,2
69204,Electronic,2
69205,Electronic,2
69206,Electronic,2
69207,Electronic,2
69208,Electronic,2
69209,Electronic,2
69210,Electronic,2
69211,Electronic,2
69221,Electronic,6
69222,Electronic,7
69223,Electronic,2
69303,Experimental,2
69554,Hip-Hop,2
69555,Hip-Hop,2
69561,Hip-Hop,2
69563,Hip-Hop,2
69564,Hip-Hop,2
69567,Folk,3
69682,Experimental,7
69723,Rock,7
69726,Rock,2
69727,Rock,2
69732,Electronic,7
69744,Pop,2
69745,Pop,2
69746,Pop,2
69747,Pop,2
69761,Folk,5
69762,Folk,2
69763,Folk,2
69764,Folk,2
69765,Folk,2
69766,Folk,2
69767,Folk,7
69768,Folk,7
69781,Rock,2
69784,Experimental,4
69785,Experimental,7
69787,Experimental,6
69788,Experimental,0
69789,Experimental,7
69791,Experimental,2
69792,Experimental,3
69793,Experimental,2
69798,Experimental,1
69822,Hip-Hop,2
69823,Hip-Hop,0
69824,Hip-Hop,2
69825,Hip-Hop,1
69826,Hip-Hop,2
69827,Hip-Hop,7
69828,Hip-Hop,3
69830,Hip-Hop,2
69833,Hip-Hop,2
69904,Hip-Hop,7
69947,Rock,2
69949,Rock,2
69985,Electronic,2
70002,Experimental,7
70005,Experimental,2
70174,Experimental,2
70206,Hip-Hop,2
70207,Hip-Hop,2
70208,Hip-Hop,2
70299,Electronic,2
70300,Electronic,2
70301,Electronic,6
70302,Electronic,2
70303,Electronic,2
70402,Rock,2
70403,Rock,2
70409,Rock,2
70423,Pop,2
70424,Pop,2
70425,Pop,2
70426,Pop,2
70654,Hip-Hop,2
70655,Hip-Hop,2
70657,Hip-Hop,2
70660,Hip-Hop,2
70768,Hip-Hop,2
70770,Hip-Hop,1
70772,Hip-Hop,2
70773,Hip-Hop,6
70774,Hip-Hop,2
70775,Hip-Hop,1
70813,Rock,2
70873,Pop,2
70875,Pop,7
70878,Pop,2
70879,Pop,2
71096,Electronic,7
71133,Folk,2
71157,Hip-Hop,2
71158,Hip-Hop,2
71172,Hip-Hop,2
71173,Hip-Hop,2
71174,Hip-Hop,2
71175,Hip-Hop,2
71216,Hip-Hop,2
71225,Hip-Hop,7
71228,Hip-Hop,0
71230,Hip-Hop,2
71231,Hip-Hop,2
71240,Hip-Hop,2
71241,Hip-Hop,7
71242,Hip-Hop,2
71243,Hip-Hop,2
71244,Hip-Hop,2
71245,Hip-Hop,2
71246,Hip-Hop,2
71247,Hip-Hop,2
71248,Hip-Hop,2
71249,Hip-Hop,2
71250,Hip-Hop,2
71251,Hip-Hop,2
71252,Hip-Hop,2
71253,Hip-Hop,2
71254,Hip-Hop,2
71255,Hip-Hop,2
71276,Rock,2
71303,Rock,2
71304,Rock,2
71371,Rock,7
71372,Rock,7
71420,Electronic,7
71503,Electronic,2
71506,Electronic,3
71507,Electronic,0
71508,Electronic,2
71509,Electronic,3
71510,Electronic,0
71511,Electronic,2
71512,Electronic,5
71513,Electronic,7
71514,Electronic,0
71515,Electronic,0
71516,Electronic,6
71617,Rock,0
71620,Rock,4
71622,Rock,5
71690,Hip-Hop,2
71691,Hip-Hop,2
71692,Hip-Hop,2
71693,Hip-Hop,2
71694,Hip-Hop,2
71695,Hip-Hop,2
71709,Pop,2
71711,Rock,2
71714,Rock,2
71715,Rock,2
71719,Rock,2
71721,Rock,7
71722,Folk,2
71822,Electronic,7
71884,Experimental,6
71885,Experimental,2
71937,Rock,3
71938,Rock,4
72046,Folk,0
72047,Folk,0
72050,Folk,7
72056,Folk,1
72058,Folk,2
72059,Folk,0
72064,Rock,2
72067,Electronic,7
72068,Electronic,0
72069,Electronic,1
72070,Electronic,7
72071,Electronic,2
72072,Electronic,7
72073,Electronic,2
72074,Electronic,0
72075,Electronic,5
72076,Electronic,0
72129,Hip-Hop,2
72130,Hip-Hop,2
72131,Hip-Hop,2
72134,Hip-Hop,2
72135,Hip-Hop,2
72136,Hip-Hop,7
72146,Experimental,2
72149,Experimental,2
72200,Electronic,2
72206,Electronic,2
72210,Electronic,2
72215,Electronic,2
72232,Electronic,7
72233,Electronic,7
72234,Hip-Hop,0
72287,Rock,2
72288,Rock,2
72289,Rock,2
72290,Rock,2
72456,Rock,2
72468,Hip-Hop,7
72476,Pop,2
72477,Electronic,2
72513,Rock,2
72514,Pop,2
72562,Folk,2
72565,Folk,2
72570,Folk,2
72604,Electronic,2
72605,Folk,2
72607,Folk,2
72612,Folk,2
72738,Rock,0
72781,Hip-Hop,7
72782,Hip-Hop,2
72783,Hip-Hop,2
72784,Hip-Hop,7
72785,Hip-Hop,2
72786,Hip-Hop,2
72787,Hip-Hop,2
72788,Hip-Hop,2
72789,Hip-Hop,2
72790,Hip-Hop,2
72926,Experimental,2
72927,Experimental,2
72928,Experimental,2
72930,Experimental,2
73087,Pop,1
73099,Experimental,2
73100,Experimental,7
73123,Electronic,7
73124,Electronic,2
73125,Electronic,2
73169,Folk,5
73170,Folk,0
73171,Folk,7
73172,Folk,7
73174,Folk,7
73175,Folk,5
73192,Rock,2
73193,Rock,2
73306,Rock,2
73309,Rock,2
73318,Rock,2
73335,Electronic,2
73340,Electronic,2
73341,Electronic,2
73342,Electronic,0
73343,Electronic,2
73344,Electronic,2
73363,Electronic,0
73365,Electronic,2
73366,Electronic,7
73367,Electronic,0
73368,Electronic,7
73369,Electronic,0
73370,Electronic,2
73371,Electronic,6
73372,Electronic,7
73465,Pop,7
73466,Pop,2
73467,Pop,5
73468,Pop,2
73469,Pop,5
73486,Rock,2
73494,Experimental,2
73495,Instrumental,0
73519,Rock,2
73520,Rock,2
73521,Rock,2
73522,Rock,2
73550,Hip-Hop,2
73551,Hip-Hop,1
73560,Electronic,1
73561,Electronic,7
73564,Electronic,7
73565,Electronic,7
73566,Folk,0
73568,Folk,7
73572,Folk,7
73573,Folk,2
73580,Folk,0
73584,Folk,0
73585,Folk,7
73587,Folk,2
73658,Folk,2
73675,Folk,2
73760,International,2
73761,International,2
73762,International,2
73763,International,6
73764,International,2
73765,International,2
73766,International,2
73767,International,2
73768,International,2
73769,International,2
73770,International,2
73771,International,2
73772,International,2
73773,International,0
73774,International,2
73775,International,2
73776,International,1
73777,International,1
73778,International,2
73779,International,2
73792,Pop,2
73797,Folk,2
73819,Experimental,2
73820,Experimental,2
73821,Experimental,2
73822,Experimental,2
73921,Pop,2
74002,Pop,2
74302,Experimental,7
74347,Experimental,7
74348,Rock,2
74362,Electronic,2
74365,Electronic,7
74370,Experimental,7
74371,Experimental,7
74372,Experimental,0
74373,Experimental,2
74374,Experimental,7
74375,Experimental,2
74376,Experimental,2
74377,Experimental,7
74378,Experimental,2
74380,Experimental,0
74381,Experimental,2
74382,Experimental,2
74383,Experimental,2
74384,Experimental,2
74385,Experimental,2
74386,Experimental,2
74387,Experimental,0
74388,Experimental,2
74389,Experimental,2
74390,Experimental,2
74391,Experimental,2
74392,Experimental,7
74393,Experimental,3
74421,Folk,2
74445,Folk,0
74546,Folk,2
74669,Rock,2
74671,Rock,7
74706,Rock,2
74908,Rock,2
74937,Folk,2
74942,Folk,7
74945,Pop,2
74954,Hip-Hop,2
74955,Hip-Hop,2
74959,Experimental,7
74960,Experimental,7
75194,Pop,2
75211,Rock,2
75221,Rock,2
75230,Rock,2
75304,Folk,2
75310,Pop,2
75314,Pop,5
75317,Pop,5
75371,Hip-Hop,2
75372,Hip-Hop,2
75373,Hip-Hop,2
75374,Hip-Hop,2
75375,Hip-Hop,2
75376,Hip-Hop,2
75377,Hip-Hop,2
75378,Hip-Hop,2
75379,Hip-Hop,2
75380,Hip-Hop,2
75381,Hip-Hop,2
75383,Hip-Hop,2
75386,Hip-Hop,2
75389,Hip-Hop,2
75390,Hip-Hop,2
75391,Hip-Hop,2
75393,Hip-Hop,2
75395,Hip-Hop,2
75396,Hip-Hop,2
75398,Hip-Hop,2
75399,Hip-Hop,2
75401,Hip-Hop,2
75403,Hip-Hop,2
75412,Hip-Hop,2
75415,Hip-Hop,2
75417,Hip-Hop,2
75418,Hip-Hop,2
75419,Hip-Hop,2
75420,Hip-Hop,2
75425,Hip-Hop,2
75427,Hip-Hop,2
75428,Hip-Hop,2
75429,Instrumental,1
75430,Instrumental,0
75431,Instrumental,3
75432,Instrumental,2
75433,Instrumental,2
75434,Instrumental,2
75435,Instrumental,1
75436,Instrumental,2
75437,Instrumental,2
75438,Instrumental,3
75439,Instrumental,3
75440,Instrumental,2
75441,Instrumental,6
75442,Instrumental,2
75443,Instrumental,0
75607,Instrumental,2
75612,Instrumental,2
75692,Pop,2
75745,Hip-Hop,1
75746,Hip-Hop,2
75747,Hip-Hop,2
75748,Hip-Hop,6
75749,Hip-Hop,2
75750,Hip-Hop,7
75751,Hip-Hop,2
75752,Hip-Hop,2
75754,Hip-Hop,7
75755,Hip-Hop,2
75762,Electronic,2
75763,Electronic,2
75764,Electronic,0
75782,Rock,7
75783,Rock,2
75784,Rock,7
75785,Rock,2
75786,Rock,2
75787,Rock,7
75788,Rock,7
75844,Folk,2
75862,Folk,3
75866,Folk,7
75869,Folk,2
75883,Folk,2
75903,Rock,2
75908,Rock,2
75925,Hip-Hop,2
75926,Hip-Hop,2
75927,Hip-Hop,2
75928,Hip-Hop,2
75929,Hip-Hop,2
75930,Hip-Hop,2
75931,Hip-Hop,2
75932,Hip-Hop,2
75933,Hip-Hop,7
75935,Hip-Hop,2
75936,Hip-Hop,2
75937,Hip-Hop,2
75975,Experimental,2
76036,Experimental,0
76069,International,2
76071,International,2
76072,International,1
76073,International,2
76074,International,2
76075,International,2
76076,International,2
76077,International,7
76078,International,2
76079,International,2
76121,Rock,2
76128,Pop,2
76129,Pop,7
76130,Pop,1
76131,Pop,7
76363,Instrumental,3
76375,Experimental,2
76381,Experimental,1
76437,Folk,0
76440,Folk,0
76654,Electronic,2
76659,Electronic,2
77517,Experimental,2
77519,Experimental,1
77521,Experimental,2
77522,Experimental,2
77523,Experimental,2
77564,Pop,7
77571,Hip-Hop,2
77572,Pop,2
77952,Electronic,1
78038,Experimental,2
78156,Hip-Hop,2
78213,Folk,2
78516,Hip-Hop,2
78833,Hip-Hop,7
78834,Hip-Hop,0
78839,Hip-Hop,0
78841,Hip-Hop,7
78843,Hip-Hop,2
78845,Hip-Hop,2
78847,Hip-Hop,2
78848,Hip-Hop,2
78849,Hip-Hop,2
78850,Hip-Hop,2
78851,Hip-Hop,2
78852,Hip-Hop,7
78984,Hip-Hop,2
78998,Hip-Hop,2
79087,Experimental,2
79575,Rock,2
79593,Folk,2
79605,Electronic,2
79606,Electronic,2
79610,Hip-Hop,7
79616,Hip-Hop,2
79741,Pop,5
79973,Experimental,2
79975,Experimental,2
79977,Experimental,2
79978,Experimental,2
79985,Folk,2
79986,Folk,2
79988,Folk,2
79990,Folk,2
79995,Folk,2
80000,Folk,2
80001,Folk,2
80002,Folk,2
80003,Folk,2
80004,Folk,2
80005,Folk,2
80035,Rock,2
80293,Hip-Hop,2
80341,International,2
80351,International,5
80389,Instrumental,7
80402,Instrumental,0
80515,Instrumental,2
80516,Instrumental,2
80517,Instrumental,7
80518,Instrumental,7
80519,Instrumental,1
80520,Instrumental,2
80611,Experimental,7
80680,International,5
80686,International,5
80687,International,5
80693,International,5
80694,International,5
80695,International,1
80696,International,7
80697,International,5
80751,International,2
80753,International,2
80754,International,2
80755,International,2
80756,International,2
80758,International,2
80765,International,2
80766,International,2
80772,International,7
80773,International,2
80774,International,2
80775,International,2
80776,International,7
80793,Electronic,2
80833,Electronic,1
80834,Electronic,0
80835,Electronic,5
80836,Electronic,2
81033,Folk,2
81037,Folk,2
81071,Experimental,2
81082,Folk,2
81083,Folk,2
81084,Folk,2
81085,Folk,2
81189,Experimental,2
81193,Electronic,2
81194,Electronic,2
81195,Electronic,7
81362,Experimental,7
81365,Experimental,7
81436,Instrumental,2
81457,Instrumental,2
81485,Instrumental,7
81491,Instrumental,2
81512,Instrumental,2
81523,Instrumental,2
81543,Instrumental,2
81554,Instrumental,2
81555,Instrumental,2
81565,Instrumental,2
81576,Instrumental,2
81586,Instrumental,2
81600,Instrumental,2
81612,Instrumental,2
81613,Instrumental,2
81623,Instrumental,2
81638,Instrumental,2
81650,Instrumental,2
81660,Instrumental,2
81781,Instrumental,2
81782,Instrumental,2
81792,Instrumental,2
81802,Instrumental,2
81803,Instrumental,2
81814,Instrumental,2
81868,Electronic,1
81895,Experimental,2
81938,Folk,2
81945,Folk,2
81946,Folk,2
81988,Instrumental,2
81999,Instrumental,2
82157,Instrumental,7
82231,Experimental,7
82237,Experimental,2
82242,Experimental,7
82250,Experimental,7
82410,Experimental,2
82462,Rock,2
82464,Rock,2
82505,Folk,7
82507,Folk,2
82628,International,2
82629,International,2
82630,International,2
82631,International,2
82778,Hip-Hop,7
82780,Hip-Hop,2
82881,Experimental,2
82886,Experimental,2
82890,Experimental,2
82892,Folk,2
82893,Folk,2
82914,Instrumental,2
82915,Instrumental,7
82916,Instrumental,7
82917,Instrumental,2
82918,Instrumental,2
82919,Instrumental,2
82920,Instrumental,2
82921,Instrumental,2
82928,Instrumental,2
82929,Instrumental,7
82930,Instrumental,2
82931,Instrumental,2
82932,Instrumental,2
83437,Folk,7
83438,Folk,7
83439,Folk,2
83440,Folk,1
83507,Pop,7
83509,Pop,2
83511,Pop,2
83512,Pop,7
83558,Hip-Hop,2
83600,Instrumental,3
83612,Instrumental,7
83613,Instrumental,4
83715,Hip-Hop,7
83717,Hip-Hop,2
83718,Hip-Hop,2
83719,Hip-Hop,5
83789,Rock,2
83790,Rock,2
83791,Rock,2
83898,Experimental,2
83903,Experimental,2
83906,Experimental,2
83908,Experimental,2
83911,Experimental,2
83913,Experimental,2
83954,Experimental,5
83960,Experimental,7
83969,Rock,7
84009,Folk,7
84054,Experimental,7
84055,Experimental,2
84056,Experimental,2
84057,Experimental,2
84058,Experimental,7
84091,Electronic,2
84095,Electronic,2
84096,Electronic,2
84097,Electronic,2
84111,Hip-Hop,2
84135,Experimental,2
84136,Experimental,2
84139,Experimental,2
84141,Experimental,2
84142,Experimental,2
84144,Experimental,2
84152,Experimental,2
84154,Folk,0
84155,Folk,7
84156,Folk,0
84157,Folk,3
84158,Folk,1
84159,Folk,5
84195,Electronic,2
84198,Electronic,2
84200,Electronic,2
84201,Electronic,0
84202,Electronic,2
84264,Electronic,2
84290,Rock,2
84291,Rock,2
84405,Experimental,2
84417,Experimental,2
84423,Experimental,2
84483,Electronic,2
84484,Electronic,2
84485,Electronic,2
84486,Electronic,2
84605,Pop,2
84736,Instrumental,2
84743,Rock,2
84757,Rock,2
84768,Instrumental,2
84777,Electronic,2
84788,Rock,1
84817,Pop,2
85027,Rock,7
85038,Electronic,6
85039,Electronic,2
85040,Electronic,2
85041,Electronic,2
85290,Electronic,4
85291,Electronic,7
85307,Pop,2
85308,Pop,2
85309,Pop,2
85310,Pop,2
85311,Pop,2
85317,Electronic,2
85318,Electronic,2
85343,Electronic,2
85346,Electronic,2
85347,Electronic,2
85400,Experimental,2
85419,Pop,2
85420,Pop,2
85421,Pop,2
85422,Pop,2
85423,Pop,2
85424,Pop,2
85425,Pop,2
85426,Pop,2
85427,Pop,2
85428,Pop,2
85436,Folk,2
85438,Folk,2
85482,Folk,2
85484,Folk,2
85485,Folk,7
85486,Folk,2
85487,Folk,2
85488,Folk,2
85489,Folk,2
85490,Folk,2
85491,Folk,2
85492,Folk,2
85494,Experimental,5
85592,Pop,2
85593,Pop,7
85594,Pop,2
85595,Pop,2
85596,Pop,2
85598,Pop,2
85599,Pop,2
85600,Pop,0
85691,Folk,2
85692,Folk,2
85693,Folk,2
85787,Rock,2
85788,Rock,2
85791,Rock,2
85792,Rock,2
85816,Rock,2
85817,Rock,2
85822,Electronic,2
85823,Electronic,2
85828,Electronic,2
85831,Electronic,5
85832,Electronic,2
85833,Electronic,2
85834,Electronic,0
85835,Electronic,2
85836,Electronic,0
85837,Electronic,0
85838,Electronic,7
85839,Electronic,2
85840,Electronic,0
85950,Pop,2
85951,Pop,7
85952,Pop,2
85953,Pop,2
85954,Pop,2
85955,Pop,2
85956,Pop,2
85957,Pop,2
85963,Folk,7
85966,Folk,7
85967,Folk,2
85968,Folk,2
85973,Folk,0
86037,Instrumental,3
86038,Instrumental,2
86039,Instrumental,7
86040,Instrumental,5
86077,Experimental,2
86081,Experimental,2
86082,Experimental,2
86116,Pop,2
86117,Pop,2
86118,Pop,2
86119,Pop,2
86140,Experimental,2
86256,Experimental,5
86259,Experimental,2
86262,Rock,2
86263,Rock,2
86415,Hip-Hop,2
86416,Hip-Hop,2
86417,Rock,2
86419,Rock,2
86441,Rock,2
86443,Rock,2
86481,Instrumental,0
86482,Instrumental,7
86483,Instrumental,7
86484,Instrumental,2
86485,Instrumental,2
86486,Instrumental,7
86487,Instrumental,0
86562,Rock,2
86576,Experimental,2
86623,Folk,7
86634,Pop,2
86678,Hip-Hop,2
86679,Hip-Hop,2
86680,Hip-Hop,2
86720,Experimental,2
86721,Experimental,1
86724,Experimental,2
86725,Experimental,2
86730,Experimental,2
86761,Rock,2
86762,Rock,2
86763,Rock,7
86788,Rock,2
86793,Electronic,2
86795,Rock,2
86799,Rock,2
86993,Rock,2
87068,Electronic,2
87069,Electronic,2
87070,Electronic,2
87096,Instrumental,2
87097,Instrumental,2
87098,Instrumental,7
87099,Instrumental,2
87100,Instrumental,6
87101,Instrumental,2
87102,Instrumental,7
87103,Instrumental,2
87104,Instrumental,2
87105,Instrumental,2
87106,Instrumental,4
87107,Instrumental,7
87108,Instrumental,1
87121,Rock,2
87151,Rock,2
87152,Rock,2
87153,Rock,2
87154,Rock,2
87155,Rock,7
87157,Electronic,2
87158,Electronic,2
87159,Electronic,2
87160,Electronic,2
87161,Electronic,2
87185,Pop,2
87186,Pop,7
87187,Pop,7
87188,Pop,7
87189,Pop,5
87190,Pop,0
87191,Pop,0
87192,Pop,2
87193,Pop,5
87194,Pop,7
87237,Electronic,2
87322,Pop,2
87323,Pop,2
87324,Pop,2
87325,Pop,2
87361,Rock,2
87362,Rock,2
87363,Rock,2
87377,Electronic,7
87430,Rock,2
87431,Rock,2
87490,Rock,2
87639,Electronic,2
87641,Electronic,2
87642,Electronic,2
87643,Electronic,2
87644,Electronic,2
87645,Electronic,2
87965,Folk,2
87966,Folk,7
87967,Folk,2
87968,Folk,2
87971,Folk,2
87972,Folk,2
88428,Pop,2
88429,Pop,2
88485,Experimental,7
88486,Experimental,0
88846,Folk,2
88848,Folk,7
88854,Folk,2
88856,Folk,2
88858,Folk,7
88860,Folk,1
88861,Folk,1
88863,Folk,2
88864,Folk,1
88867,Folk,2
88868,Folk,2
88869,Folk,2
88870,Folk,2
88871,Folk,2
88872,Folk,1
88873,Folk,1
88874,Folk,7
88875,Folk,7
88876,Folk,2
88877,Folk,1
88878,Folk,2
88879,Folk,2
88892,Folk,7
88899,Rock,2
88900,Rock,2
88959,Rock,5
88960,Rock,2
89178,Hip-Hop,2
89179,Hip-Hop,2
89192,Hip-Hop,7
89195,Hip-Hop,7
89196,Hip-Hop,2
89212,Experimental,7
89350,Folk,7
89376,Experimental,2
89441,Folk,2
89445,Hip-Hop,7
89447,Hip-Hop,7
89456,Hip-Hop,2
89473,Hip-Hop,2
89474,Electronic,2
89477,Folk,7
89482,Folk,2
89484,Folk,2
89485,Folk,2
89486,Folk,2
89639,Electronic,7
89704,Rock,0
89814,Electronic,2
89815,Electronic,7
89816,Electronic,2
89817,Electronic,7
89841,Hip-Hop,2
89843,Hip-Hop,2
89846,Hip-Hop,1
89847,Hip-Hop,7
89848,Hip-Hop,2
89857,Hip-Hop,7
89859,Hip-Hop,2
89860,Hip-Hop,2
89991,Experimental,0
89992,Experimental,2
90027,Experimental,2
90074,Electronic,2
90278,Experimental,0
90526,Instrumental,7
90527,Instrumental,0
90529,Instrumental,0
90530,Instrumental,2
90570,Pop,5
90579,Pop,5
90582,Pop,2
90583,Pop,2
90587,Pop,2
90589,Pop,2
90590,Pop,2
90591,Pop,2
90592,Pop,6
90616,Instrumental,2
90617,Instrumental,2
90618,Instrumental,7
90625,Folk,7
90639,Rock,2
90652,Rock,2
90695,Rock,7
90804,Experimental,3
90824,Pop,2
90826,Pop,2
90828,Pop,2
90982,Hip-Hop,2
90987,Hip-Hop,2
90993,Hip-Hop,2
91081,Electronic,2
91082,Electronic,7
91083,Electronic,0
91084,Electronic,2
91085,Electronic,7
91086,Electronic,1
91087,Electronic,3
91088,Electronic,7
91089,Electronic,0
91092,Rock,2
91093,Rock,2
91098,Folk,7
91102,Folk,7
91130,Experimental,2
91157,Pop,7
91158,Pop,2
91159,Pop,2
91160,Pop,2
91161,Pop,2
91162,Pop,2
91163,Pop,2
91164,Pop,7
91170,Folk,2
91177,International,2
91178,International,2
91179,International,2
91181,International,2
91182,International,2
91183,International,2
91184,International,2
91185,International,2
91186,International,2
91187,International,2
91205,Rock,7
91228,Folk,2
91238,Folk,7
91306,Hip-Hop,2
91309,Hip-Hop,2
91312,Hip-Hop,2
91315,Hip-Hop,2
91317,Hip-Hop,7
91318,Hip-Hop,2
91319,Hip-Hop,2
91329,Rock,2
91349,Pop,2
91443,Folk,2
91455,Rock,2
91458,Rock,2
91459,Rock,7
91468,Pop,2
91471,Pop,0
91619,Electronic,4
91620,Electronic,3
91621,Electronic,6
91622,Electronic,0
91623,Electronic,0
91624,Electronic,4
91625,Electronic,3
91755,Electronic,0
91788,Folk,2
91790,Folk,2
91791,Folk,2
91793,Folk,7
91796,Folk,2
91797,Folk,2
91851,Rock,2
91868,Rock,7
91869,Rock,7
91894,Experimental,2
91897,Experimental,7
91899,Experimental,2
91900,Experimental,2
91933,Folk,7
91934,Folk,7
91936,Folk,7
91937,Folk,7
91938,Folk,7
91958,Folk,2
91960,International,2
92124,Pop,2
92125,Pop,7
92129,Pop,2
92130,Pop,2
92131,Pop,5
92206,International,2
92275,Electronic,2
92282,Electronic,7
92283,Electronic,2
92284,Electronic,7
92292,Folk,2
92366,Electronic,2
92466,Electronic,1
92508,Rock,2
92535,Folk,7
92536,Folk,7
92538,Folk,7
92539,Folk,7
92540,Folk,7
92546,Electronic,2
92548,Electronic,5
92549,Electronic,2
92551,Electronic,2
92554,Electronic,2
92556,Electronic,2
92561,Electronic,2
92562,Electronic,2
92564,Electronic,0
92565,Experimental,7
92573,Experimental,7
92574,Experimental,3
92868,Rock,2
92872,Experimental,2
92873,Experimental,2
92874,Experimental,2
92878,Experimental,2
92881,Experimental,2
92885,Experimental,2
92886,Experimental,5
92887,Experimental,2
92888,Experimental,2
92889,Experimental,2
92947,Instrumental,2
92948,Instrumental,2
92949,Instrumental,2
92950,Instrumental,2
92951,Instrumental,2
92952,Instrumental,2
92953,Instrumental,2
92954,Instrumental,7
92955,Instrumental,2
93074,Folk,7
93075,Folk,7
93076,Folk,2
93363,Electronic,2
93364,Electronic,2
93518,Electronic,7
93519,Electronic,7
93520,Electronic,7
93521,Electronic,7
93522,Electronic,7
93523,Electronic,7
93704,Folk,7
93710,Folk,2
93712,Folk,2
93716,Folk,7
93727,Electronic,2
93867,Rock,0
93868,Rock,2
93915,Instrumental,3
93917,Instrumental,3
93918,Instrumental,3
93919,Instrumental,4
93920,Instrumental,3
93921,Instrumental,3
93940,Electronic,1
93941,Electronic,5
93942,Pop,7
93943,Pop,7
93944,Pop,2
93950,Rock,7
93956,Rock,1
93981,International,5
93983,Rock,7
93985,Rock,7
93986,Rock,0
94026,Rock,2
94033,Instrumental,2
94034,Instrumental,2
94035,Instrumental,2
94036,Instrumental,0
94037,Instrumental,7
94038,Instrumental,2
94039,Instrumental,7
94093,Rock,2
94099,Rock,2
94101,Rock,2
94102,Rock,2
94263,Electronic,2
94348,Rock,2
94411,Electronic,2
94414,Electronic,1
94415,Electronic,4
94419,Rock,2
94422,Folk,3
94423,Pop,2
94426,Hip-Hop,7
94449,Hip-Hop,7
94465,Hip-Hop,2
94467,Hip-Hop,2
94468,Hip-Hop,7
94628,Pop,2
94630,Pop,0
94631,Pop,7
94632,Pop,1
94634,Pop,5
94635,Pop,0
94638,Pop,5
94803,Electronic,3
95189,Experimental,2
95231,Rock,2
95248,Rock,2
95249,Rock,2
95250,Rock,2
95251,Rock,2
95308,Rock,2
95309,Rock,7
95310,Rock,2
95452,Instrumental,2
95486,Pop,0
95506,Rock,2
95535,Rock,2
95564,Experimental,2
95722,Instrumental,0
95724,Instrumental,7
95725,Instrumental,7
95726,Instrumental,7
95727,Instrumental,7
95908,Hip-Hop,3
95910,Hip-Hop,3
95911,Hip-Hop,0
95912,Hip-Hop,5
95914,Hip-Hop,0
95915,Hip-Hop,2
96166,International,2
96167,International,2
96168,International,2
96169,International,2
96399,Rock,2
96400,Rock,2
96401,Rock,2
96402,Rock,2
96403,Rock,2
96408,Rock,2
96560,Rock,2
96627,Experimental,2
96657,Hip-Hop,2
96675,Hip-Hop,2
96678,Hip-Hop,3
96692,Folk,2
96693,Folk,2
96694,Folk,2
96695,Folk,2
96696,Folk,2
96697,Folk,2
96698,Folk,2
96699,Folk,2
96718,Rock,2
96726,Folk,2
96728,Folk,2
96729,Folk,2
96730,Folk,2
96731,Folk,2
96738,International,2
96742,International,2
96743,International,2
96759,Rock,2
96898,Experimental,0
96900,Experimental,0
96901,Experimental,7
96902,Experimental,7
96935,Rock,2
96936,Rock,2
96944,Pop,7
96945,Pop,2
96946,Pop,2
97037,Hip-Hop,2
97041,Hip-Hop,2
97043,Hip-Hop,2
97211,Folk,2
97215,Folk,2
97216,Folk,2
97279,Instrumental,2
97283,Instrumental,2
97285,Instrumental,2
97286,Rock,0
97373,Experimental,2
97374,Experimental,5
97393,Electronic,0
97404,Electronic,0
97406,Experimental,0
97407,Experimental,3
97424,Electronic,2
97540,Electronic,2
97542,Electronic,2
97544,Electronic,2
97545,Electronic,2
97547,Electronic,2
97548,Electronic,2
97568,Hip-Hop,2
97569,Hip-Hop,2
97570,Hip-Hop,2
97585,Folk,7
97586,Folk,2
97587,Folk,2
97588,Folk,2
97589,Folk,2
97590,Folk,7
97690,Rock,7
97691,Hip-Hop,2
97692,Hip-Hop,2
97697,Hip-Hop,0
97793,Experimental,7
97794,Experimental,2
97813,Experimental,2
97814,Experimental,2
97841,Experimental,2
97844,Electronic,2
97845,Electronic,1
97846,Electronic,2
97847,Electronic,2
97848,Electronic,2
97886,Rock,7
97887,Rock,7
97894,Rock,2
97940,Electronic,0
97958,Electronic,2
97959,Electronic,2
97960,Electronic,5
97961,Electronic,6
97962,Electronic,7
97980,Hip-Hop,7
97986,Hip-Hop,7
97987,Hip-Hop,2
97988,Hip-Hop,7
97989,Hip-Hop,2
98025,Rock,2
98026,International,7
98028,International,0
