,album,album,album,album,album,album,album,album,album,album,album,album,album,artist,artist,artist,artist,artist,artist,artist,artist,artist,artist,artist,artist,artist,artist,artist,artist,artist,set,set,track,track,track,track,track,track,track,track,track,track,track,track,track,track,track,track,track,track,track,track
750,0,2008-11-26 02:18:16,2005-07-26 00:00:00,,0,211,"<p>Recorded at Death Disco in December of 2004.</p>
<p>Ida No - vocal</p>
<p>Johnny Jewel - guitar</p>
<p>Dusty Sparkles - drums</p>",10265,Johnny Jewel,[],Iko,8,Album,1996-01-01 00:00:00,,Italians Do It Better,"<p>Producer Johnny Jewel and vocalist Ida No are currently a duo churning out lush, elegant electro-pop that manages to maintain a DIY aesthetic.  And it's DAMN fun to dance to.  They still find ways to incorporate some elements of their earlier days as Glass Candy &amp; the Shattered Theater, a crunchy, noisy, glam-rock disco outfit.  These days, however, the distorted no wave guitar is replaced by layered synth leads and a booming bass. Head over to <a href=""http://www.troublemanunlimited.com/mainset.html"">Troubleman Unlimited</a>, where you can find the latest from Johnny Jewel's and Mike Simonetti's <a href=""http://vivaitalians.blogspot.com/"">Italians Do It Better</a> label (including a limited vinyl issue of their celebrated <em>After Dark</em> comp and some releases by Johnny's <a href=""http://www.myspace.com/chromaticsmusics"">Chromatics</a> project). (-via Tommy E. at <a href=""http://blog.wfmu.org/freeform/2008/08/playin-free-in.html""><em>WFMU's Beware of the Blog</em></a>)</p>",1,2008-11-26 02:15:42,42,147,45.5234515,"Portland, OR",-122.6762071,"Ida No
Johnny Jewel",Glass Candy,Chromatics,['glass candy'],http://www.myspace.com/glasscandy,http://en.wikipedia.org/wiki/Glass_candy,test,medium,256000,0,,2008-11-26 02:16:18,2004-12-01 00:00:00,299,2,Soul-RnB,[11],"[11, 14]",,2806,en,Attribution-NonCommercial-ShareAlike 3.0 International,967,,5,,[],Iko! Iko! (vocal/conga mix)
751,3,2008-11-26 02:18:14,2003-02-01 00:00:00,,4,210,"<p>Glass Candy's first official full length LP.  		Their debut album, ""Love Love Love"", available on Troubleman Unlimited Records.</p>
<p>Recorded as Death Disco betwenn November/December, 2001.</p>
<p>Ida No - vocals</p>
<p>Ginger Peach - drums</p>
<p>Johnny Jewel - guitar</p><p>Track #4, the cover of the Rolling Stones' ""Last Time"", is only available on the official release<br /></p>",14498,,[],Love Love Love,8,Album,1996-01-01 00:00:00,,Italians Do It Better,"<p>Producer Johnny Jewel and vocalist Ida No are currently a duo churning out lush, elegant electro-pop that manages to maintain a DIY aesthetic.  And it's DAMN fun to dance to.  They still find ways to incorporate some elements of their earlier days as Glass Candy &amp; the Shattered Theater, a crunchy, noisy, glam-rock disco outfit.  These days, however, the distorted no wave guitar is replaced by layered synth leads and a booming bass. Head over to <a href=""http://www.troublemanunlimited.com/mainset.html"">Troubleman Unlimited</a>, where you can find the latest from Johnny Jewel's and Mike Simonetti's <a href=""http://vivaitalians.blogspot.com/"">Italians Do It Better</a> label (including a limited vinyl issue of their celebrated <em>After Dark</em> comp and some releases by Johnny's <a href=""http://www.myspace.com/chromaticsmusics"">Chromatics</a> project). (-via Tommy E. at <a href=""http://blog.wfmu.org/freeform/2008/08/playin-free-in.html""><em>WFMU's Beware of the Blog</em></a>)</p>",1,2008-11-26 02:15:42,42,147,45.5234515,"Portland, OR",-122.6762071,"Ida No
Johnny Jewel",Glass Candy,Chromatics,['glass candy'],http://www.myspace.com/glasscandy,http://en.wikipedia.org/wiki/Glass_candy,test,medium,256000,0,,2008-11-26 02:16:21,2001-11-01 00:00:00,132,7,Soul-RnB,[11],"[11, 14]",,5736,en,Attribution-NonCommercial-ShareAlike 3.0 International,2014,,5,,[],Love Love Love
752,0,2008-11-26 02:18:21,2003-06-30 00:00:00,,2,212,"<p>Glass Candy demos recorded June 2-4, 2003.</p>",5704,Johnny Jewel,[],Demos June 2003,6,Album,1996-01-01 00:00:00,,Italians Do It Better,"<p>Producer Johnny Jewel and vocalist Ida No are currently a duo churning out lush, elegant electro-pop that manages to maintain a DIY aesthetic.  And it's DAMN fun to dance to.  They still find ways to incorporate some elements of their earlier days as Glass Candy &amp; the Shattered Theater, a crunchy, noisy, glam-rock disco outfit.  These days, however, the distorted no wave guitar is replaced by layered synth leads and a booming bass. Head over to <a href=""http://www.troublemanunlimited.com/mainset.html"">Troubleman Unlimited</a>, where you can find the latest from Johnny Jewel's and Mike Simonetti's <a href=""http://vivaitalians.blogspot.com/"">Italians Do It Better</a> label (including a limited vinyl issue of their celebrated <em>After Dark</em> comp and some releases by Johnny's <a href=""http://www.myspace.com/chromaticsmusics"">Chromatics</a> project). (-via Tommy E. at <a href=""http://blog.wfmu.org/freeform/2008/08/playin-free-in.html""><em>WFMU's Beware of the Blog</em></a>)</p>",1,2008-11-26 02:15:42,42,147,45.5234515,"Portland, OR",-122.6762071,"Ida No
Johnny Jewel",Glass Candy,Chromatics,['glass candy'],http://www.myspace.com/glasscandy,http://en.wikipedia.org/wiki/Glass_candy,test,medium,256000,0,,2008-11-26 02:16:23,2003-06-02 00:00:00,185,0,Soul-RnB,[11],"[11, 14]",,2904,en,Attribution-NonCommercial-ShareAlike 3.0 International,1128,,5,,[],The Chameleon
753,1,2008-11-26 02:18:25,2004-05-01 00:00:00,,0,213,,7367,Johnny Jewel,[],The Sick Sound of...,6,Album,1996-01-01 00:00:00,,Italians Do It Better,"<p>Producer Johnny Jewel and vocalist Ida No are currently a duo churning out lush, elegant electro-pop that manages to maintain a DIY aesthetic.  And it's DAMN fun to dance to.  They still find ways to incorporate some elements of their earlier days as Glass Candy &amp; the Shattered Theater, a crunchy, noisy, glam-rock disco outfit.  These days, however, the distorted no wave guitar is replaced by layered synth leads and a booming bass. Head over to <a href=""http://www.troublemanunlimited.com/mainset.html"">Troubleman Unlimited</a>, where you can find the latest from Johnny Jewel's and Mike Simonetti's <a href=""http://vivaitalians.blogspot.com/"">Italians Do It Better</a> label (including a limited vinyl issue of their celebrated <em>After Dark</em> comp and some releases by Johnny's <a href=""http://www.myspace.com/chromaticsmusics"">Chromatics</a> project). (-via Tommy E. at <a href=""http://blog.wfmu.org/freeform/2008/08/playin-free-in.html""><em>WFMU's Beware of the Blog</em></a>)</p>",1,2008-11-26 02:15:42,42,147,45.5234515,"Portland, OR",-122.6762071,"Ida No
Johnny Jewel",Glass Candy,Chromatics,['glass candy'],http://www.myspace.com/glasscandy,http://en.wikipedia.org/wiki/Glass_candy,test,medium,256000,0,,2008-11-26 02:16:25,2004-05-01 00:00:00,159,1,Soul-RnB,[11],"[11, 14]",,1949,en,Attribution-NonCommercial-ShareAlike 3.0 International,712,,5,,[],track 5
754,1,2008-11-26 02:18:25,2004-05-01 00:00:00,,0,213,,7367,Johnny Jewel,[],The Sick Sound of...,6,Album,1996-01-01 00:00:00,,Italians Do It Better,"<p>Producer Johnny Jewel and vocalist Ida No are currently a duo churning out lush, elegant electro-pop that manages to maintain a DIY aesthetic.  And it's DAMN fun to dance to.  They still find ways to incorporate some elements of their earlier days as Glass Candy &amp; the Shattered Theater, a crunchy, noisy, glam-rock disco outfit.  These days, however, the distorted no wave guitar is replaced by layered synth leads and a booming bass. Head over to <a href=""http://www.troublemanunlimited.com/mainset.html"">Troubleman Unlimited</a>, where you can find the latest from Johnny Jewel's and Mike Simonetti's <a href=""http://vivaitalians.blogspot.com/"">Italians Do It Better</a> label (including a limited vinyl issue of their celebrated <em>After Dark</em> comp and some releases by Johnny's <a href=""http://www.myspace.com/chromaticsmusics"">Chromatics</a> project). (-via Tommy E. at <a href=""http://blog.wfmu.org/freeform/2008/08/playin-free-in.html""><em>WFMU's Beware of the Blog</em></a>)</p>",1,2008-11-26 02:15:42,42,147,45.5234515,"Portland, OR",-122.6762071,"Ida No
Johnny Jewel",Glass Candy,Chromatics,['glass candy'],http://www.myspace.com/glasscandy,http://en.wikipedia.org/wiki/Glass_candy,test,medium,256000,0,,2008-11-26 02:16:29,2004-05-01 00:00:00,265,1,Soul-RnB,[11],"[11, 14]",,2409,en,Attribution-NonCommercial-ShareAlike 3.0 International,682,,6,,[],Labrea Tar Pit
755,3,2008-11-26 02:18:14,2003-02-01 00:00:00,,4,210,"<p>Glass Candy's first official full length LP.  		Their debut album, ""Love Love Love"", available on Troubleman Unlimited Records.</p>
<p>Recorded as Death Disco betwenn November/December, 2001.</p>
<p>Ida No - vocals</p>
<p>Ginger Peach - drums</p>
<p>Johnny Jewel - guitar</p><p>Track #4, the cover of the Rolling Stones' ""Last Time"", is only available on the official release<br /></p>",14498,,[],Love Love Love,8,Album,1996-01-01 00:00:00,,Italians Do It Better,"<p>Producer Johnny Jewel and vocalist Ida No are currently a duo churning out lush, elegant electro-pop that manages to maintain a DIY aesthetic.  And it's DAMN fun to dance to.  They still find ways to incorporate some elements of their earlier days as Glass Candy &amp; the Shattered Theater, a crunchy, noisy, glam-rock disco outfit.  These days, however, the distorted no wave guitar is replaced by layered synth leads and a booming bass. Head over to <a href=""http://www.troublemanunlimited.com/mainset.html"">Troubleman Unlimited</a>, where you can find the latest from Johnny Jewel's and Mike Simonetti's <a href=""http://vivaitalians.blogspot.com/"">Italians Do It Better</a> label (including a limited vinyl issue of their celebrated <em>After Dark</em> comp and some releases by Johnny's <a href=""http://www.myspace.com/chromaticsmusics"">Chromatics</a> project). (-via Tommy E. at <a href=""http://blog.wfmu.org/freeform/2008/08/playin-free-in.html""><em>WFMU's Beware of the Blog</em></a>)</p>",1,2008-11-26 02:15:42,42,147,45.5234515,"Portland, OR",-122.6762071,"Ida No
Johnny Jewel",Glass Candy,Chromatics,['glass candy'],http://www.myspace.com/glasscandy,http://en.wikipedia.org/wiki/Glass_candy,test,medium,256000,0,,2008-11-26 02:16:31,2001-11-01 00:00:00,167,4,Soul-RnB,[11],"[11, 14]",,4260,en,Attribution-NonCommercial-ShareAlike 3.0 International,1542,,6,,[],Love On a Plate
756,0,2008-11-26 02:18:16,2005-07-26 00:00:00,,0,211,"<p>Recorded at Death Disco in December of 2004.</p>
<p>Ida No - vocal</p>
<p>Johnny Jewel - guitar</p>
<p>Dusty Sparkles - drums</p>",10265,Johnny Jewel,[],Iko,8,Album,1996-01-01 00:00:00,,Italians Do It Better,"<p>Producer Johnny Jewel and vocalist Ida No are currently a duo churning out lush, elegant electro-pop that manages to maintain a DIY aesthetic.  And it's DAMN fun to dance to.  They still find ways to incorporate some elements of their earlier days as Glass Candy &amp; the Shattered Theater, a crunchy, noisy, glam-rock disco outfit.  These days, however, the distorted no wave guitar is replaced by layered synth leads and a booming bass. Head over to <a href=""http://www.troublemanunlimited.com/mainset.html"">Troubleman Unlimited</a>, where you can find the latest from Johnny Jewel's and Mike Simonetti's <a href=""http://vivaitalians.blogspot.com/"">Italians Do It Better</a> label (including a limited vinyl issue of their celebrated <em>After Dark</em> comp and some releases by Johnny's <a href=""http://www.myspace.com/chromaticsmusics"">Chromatics</a> project). (-via Tommy E. at <a href=""http://blog.wfmu.org/freeform/2008/08/playin-free-in.html""><em>WFMU's Beware of the Blog</em></a>)</p>",1,2008-11-26 02:15:42,42,147,45.5234515,"Portland, OR",-122.6762071,"Ida No
Johnny Jewel",Glass Candy,Chromatics,['glass candy'],http://www.myspace.com/glasscandy,http://en.wikipedia.org/wiki/Glass_candy,test,medium,256000,0,,2008-11-26 02:16:34,2004-12-01 00:00:00,475,6,Soul-RnB,[11],"[11, 14]",,5919,en,Attribution-NonCommercial-ShareAlike 3.0 International,1972,,6,,[],Sugar &amp; Whitebread (instrumental)
757,0,2008-11-26 02:18:21,2003-06-30 00:00:00,,2,212,"<p>Glass Candy demos recorded June 2-4, 2003.</p>",5704,Johnny Jewel,[],Demos June 2003,6,Album,1996-01-01 00:00:00,,Italians Do It Better,"<p>Producer Johnny Jewel and vocalist Ida No are currently a duo churning out lush, elegant electro-pop that manages to maintain a DIY aesthetic.  And it's DAMN fun to dance to.  They still find ways to incorporate some elements of their earlier days as Glass Candy &amp; the Shattered Theater, a crunchy, noisy, glam-rock disco outfit.  These days, however, the distorted no wave guitar is replaced by layered synth leads and a booming bass. Head over to <a href=""http://www.troublemanunlimited.com/mainset.html"">Troubleman Unlimited</a>, where you can find the latest from Johnny Jewel's and Mike Simonetti's <a href=""http://vivaitalians.blogspot.com/"">Italians Do It Better</a> label (including a limited vinyl issue of their celebrated <em>After Dark</em> comp and some releases by Johnny's <a href=""http://www.myspace.com/chromaticsmusics"">Chromatics</a> project). (-via Tommy E. at <a href=""http://blog.wfmu.org/freeform/2008/08/playin-free-in.html""><em>WFMU's Beware of the Blog</em></a>)</p>",1,2008-11-26 02:15:42,42,147,45.5234515,"Portland, OR",-122.6762071,"Ida No
Johnny Jewel",Glass Candy,Chromatics,['glass candy'],http://www.myspace.com/glasscandy,http://en.wikipedia.org/wiki/Glass_candy,test,medium,256000,0,,2008-11-26 02:16:38,2003-06-02 00:00:00,206,1,Soul-RnB,[11],"[11, 14]",,2489,en,Attribution-NonCommercial-ShareAlike 3.0 International,540,,6,,[],track 6
758,0,2008-11-26 02:18:16,2005-07-26 00:00:00,,0,211,"<p>Recorded at Death Disco in December of 2004.</p>
<p>Ida No - vocal</p>
<p>Johnny Jewel - guitar</p>
<p>Dusty Sparkles - drums</p>",10265,Johnny Jewel,[],Iko,8,Album,1996-01-01 00:00:00,,Italians Do It Better,"<p>Producer Johnny Jewel and vocalist Ida No are currently a duo churning out lush, elegant electro-pop that manages to maintain a DIY aesthetic.  And it's DAMN fun to dance to.  They still find ways to incorporate some elements of their earlier days as Glass Candy &amp; the Shattered Theater, a crunchy, noisy, glam-rock disco outfit.  These days, however, the distorted no wave guitar is replaced by layered synth leads and a booming bass. Head over to <a href=""http://www.troublemanunlimited.com/mainset.html"">Troubleman Unlimited</a>, where you can find the latest from Johnny Jewel's and Mike Simonetti's <a href=""http://vivaitalians.blogspot.com/"">Italians Do It Better</a> label (including a limited vinyl issue of their celebrated <em>After Dark</em> comp and some releases by Johnny's <a href=""http://www.myspace.com/chromaticsmusics"">Chromatics</a> project). (-via Tommy E. at <a href=""http://blog.wfmu.org/freeform/2008/08/playin-free-in.html""><em>WFMU's Beware of the Blog</em></a>)</p>",1,2008-11-26 02:15:42,42,147,45.5234515,"Portland, OR",-122.6762071,"Ida No
Johnny Jewel",Glass Candy,Chromatics,['glass candy'],http://www.myspace.com/glasscandy,http://en.wikipedia.org/wiki/Glass_candy,test,medium,256000,0,,2008-11-26 02:16:42,2004-12-01 00:00:00,346,2,Soul-RnB,[11],"[11, 14]",,2615,en,Attribution-NonCommercial-ShareAlike 3.0 International,759,,7,,[],Lovin' Machine (nite Vocoder version)
759,3,2008-11-26 02:18:14,2003-02-01 00:00:00,,4,210,"<p>Glass Candy's first official full length LP.  		Their debut album, ""Love Love Love"", available on Troubleman Unlimited Records.</p>
<p>Recorded as Death Disco betwenn November/December, 2001.</p>
<p>Ida No - vocals</p>
<p>Ginger Peach - drums</p>
<p>Johnny Jewel - guitar</p><p>Track #4, the cover of the Rolling Stones' ""Last Time"", is only available on the official release<br /></p>",14498,,[],Love Love Love,8,Album,1996-01-01 00:00:00,,Italians Do It Better,"<p>Producer Johnny Jewel and vocalist Ida No are currently a duo churning out lush, elegant electro-pop that manages to maintain a DIY aesthetic.  And it's DAMN fun to dance to.  They still find ways to incorporate some elements of their earlier days as Glass Candy &amp; the Shattered Theater, a crunchy, noisy, glam-rock disco outfit.  These days, however, the distorted no wave guitar is replaced by layered synth leads and a booming bass. Head over to <a href=""http://www.troublemanunlimited.com/mainset.html"">Troubleman Unlimited</a>, where you can find the latest from Johnny Jewel's and Mike Simonetti's <a href=""http://vivaitalians.blogspot.com/"">Italians Do It Better</a> label (including a limited vinyl issue of their celebrated <em>After Dark</em> comp and some releases by Johnny's <a href=""http://www.myspace.com/chromaticsmusics"">Chromatics</a> project). (-via Tommy E. at <a href=""http://blog.wfmu.org/freeform/2008/08/playin-free-in.html""><em>WFMU's Beware of the Blog</em></a>)</p>",1,2008-11-26 02:15:42,42,147,45.5234515,"Portland, OR",-122.6762071,"Ida No
Johnny Jewel",Glass Candy,Chromatics,['glass candy'],http://www.myspace.com/glasscandy,http://en.wikipedia.org/wiki/Glass_candy,test,medium,256000,0,,2008-11-26 02:17:03,2001-11-01 00:00:00,191,3,Soul-RnB,[11],"[11, 14]",,2728,en,Attribution-NonCommercial-ShareAlike 3.0 International,1209,,7,,[],Night Nurses
760,3,2008-11-26 02:18:14,2003-02-01 00:00:00,,4,210,"<p>Glass Candy's first official full length LP.  		Their debut album, ""Love Love Love"", available on Troubleman Unlimited Records.</p>
<p>Recorded as Death Disco betwenn November/December, 2001.</p>
<p>Ida No - vocals</p>
<p>Ginger Peach - drums</p>
<p>Johnny Jewel - guitar</p><p>Track #4, the cover of the Rolling Stones' ""Last Time"", is only available on the official release<br /></p>",14498,,[],Love Love Love,8,Album,1996-01-01 00:00:00,,Italians Do It Better,"<p>Producer Johnny Jewel and vocalist Ida No are currently a duo churning out lush, elegant electro-pop that manages to maintain a DIY aesthetic.  And it's DAMN fun to dance to.  They still find ways to incorporate some elements of their earlier days as Glass Candy &amp; the Shattered Theater, a crunchy, noisy, glam-rock disco outfit.  These days, however, the distorted no wave guitar is replaced by layered synth leads and a booming bass. Head over to <a href=""http://www.troublemanunlimited.com/mainset.html"">Troubleman Unlimited</a>, where you can find the latest from Johnny Jewel's and Mike Simonetti's <a href=""http://vivaitalians.blogspot.com/"">Italians Do It Better</a> label (including a limited vinyl issue of their celebrated <em>After Dark</em> comp and some releases by Johnny's <a href=""http://www.myspace.com/chromaticsmusics"">Chromatics</a> project). (-via Tommy E. at <a href=""http://blog.wfmu.org/freeform/2008/08/playin-free-in.html""><em>WFMU's Beware of the Blog</em></a>)</p>",1,2008-11-26 02:15:42,42,147,45.5234515,"Portland, OR",-122.6762071,"Ida No
Johnny Jewel",Glass Candy,Chromatics,['glass candy'],http://www.myspace.com/glasscandy,http://en.wikipedia.org/wiki/Glass_candy,test,medium,256000,0,,2008-11-26 02:17:07,2001-11-01 00:00:00,263,2,Soul-RnB,[11],"[11, 14]",,2659,en,Attribution-NonCommercial-ShareAlike 3.0 International,915,,8,,[],Empty V
761,0,2008-11-26 02:18:16,2005-07-26 00:00:00,,0,211,"<p>Recorded at Death Disco in December of 2004.</p>
<p>Ida No - vocal</p>
<p>Johnny Jewel - guitar</p>
<p>Dusty Sparkles - drums</p>",10265,Johnny Jewel,[],Iko,8,Album,1996-01-01 00:00:00,,Italians Do It Better,"<p>Producer Johnny Jewel and vocalist Ida No are currently a duo churning out lush, elegant electro-pop that manages to maintain a DIY aesthetic.  And it's DAMN fun to dance to.  They still find ways to incorporate some elements of their earlier days as Glass Candy &amp; the Shattered Theater, a crunchy, noisy, glam-rock disco outfit.  These days, however, the distorted no wave guitar is replaced by layered synth leads and a booming bass. Head over to <a href=""http://www.troublemanunlimited.com/mainset.html"">Troubleman Unlimited</a>, where you can find the latest from Johnny Jewel's and Mike Simonetti's <a href=""http://vivaitalians.blogspot.com/"">Italians Do It Better</a> label (including a limited vinyl issue of their celebrated <em>After Dark</em> comp and some releases by Johnny's <a href=""http://www.myspace.com/chromaticsmusics"">Chromatics</a> project). (-via Tommy E. at <a href=""http://blog.wfmu.org/freeform/2008/08/playin-free-in.html""><em>WFMU's Beware of the Blog</em></a>)</p>",1,2008-11-26 02:15:42,42,147,45.5234515,"Portland, OR",-122.6762071,"Ida No
Johnny Jewel",Glass Candy,Chromatics,['glass candy'],http://www.myspace.com/glasscandy,http://en.wikipedia.org/wiki/Glass_candy,test,medium,256000,0,,2008-11-26 02:17:12,2004-12-01 00:00:00,406,1,Soul-RnB,[11],"[11, 14]",,3029,en,Attribution-NonCommercial-ShareAlike 3.0 International,897,,8,,[],Lovin' Machine (vocal dub)
762,0,2008-11-26 02:20:05,2009-01-09 00:00:00,,1,214,"<p>Glass Candy & the Shattered Theater, recorded live at Death Disco on September 26, 2001.</p>
<p>Ida No - vocals</p>
<p>Johnny Jewel - guitar</p>
<p>Ginger Peach - drums</p>",10686,Johnny Jewel,[],Live at Death Disco 9/26/2001,6,Live Performance,1996-01-01 00:00:00,,Italians Do It Better,"<p>Producer Johnny Jewel and vocalist Ida No are currently a duo churning out lush, elegant electro-pop that manages to maintain a DIY aesthetic.  And it's DAMN fun to dance to.  They still find ways to incorporate some elements of their earlier days as Glass Candy &amp; the Shattered Theater, a crunchy, noisy, glam-rock disco outfit.  These days, however, the distorted no wave guitar is replaced by layered synth leads and a booming bass. Head over to <a href=""http://www.troublemanunlimited.com/mainset.html"">Troubleman Unlimited</a>, where you can find the latest from Johnny Jewel's and Mike Simonetti's <a href=""http://vivaitalians.blogspot.com/"">Italians Do It Better</a> label (including a limited vinyl issue of their celebrated <em>After Dark</em> comp and some releases by Johnny's <a href=""http://www.myspace.com/chromaticsmusics"">Chromatics</a> project). (-via Tommy E. at <a href=""http://blog.wfmu.org/freeform/2008/08/playin-free-in.html""><em>WFMU's Beware of the Blog</em></a>)</p>",1,2008-11-26 02:15:42,42,147,45.5234515,"Portland, OR",-122.6762071,"Ida No
Johnny Jewel",Glass Candy,Chromatics,['glass candy'],http://www.myspace.com/glasscandy,http://en.wikipedia.org/wiki/Glass_candy,test,medium,256000,0,,2008-11-26 02:17:16,2001-09-26 00:00:00,130,0,Soul-RnB,[11],"[11, 14]",,2624,en,Attribution-NonCommercial-ShareAlike 3.0 International,1118,,1,,[],Crystal Migraine
763,1,2008-11-26 02:20:09,2001-06-01 00:00:00,,2,215,,13285,Johnny Jewel,[],"Demos 31, 37",9,Album,1996-01-01 00:00:00,,Italians Do It Better,"<p>Producer Johnny Jewel and vocalist Ida No are currently a duo churning out lush, elegant electro-pop that manages to maintain a DIY aesthetic.  And it's DAMN fun to dance to.  They still find ways to incorporate some elements of their earlier days as Glass Candy &amp; the Shattered Theater, a crunchy, noisy, glam-rock disco outfit.  These days, however, the distorted no wave guitar is replaced by layered synth leads and a booming bass. Head over to <a href=""http://www.troublemanunlimited.com/mainset.html"">Troubleman Unlimited</a>, where you can find the latest from Johnny Jewel's and Mike Simonetti's <a href=""http://vivaitalians.blogspot.com/"">Italians Do It Better</a> label (including a limited vinyl issue of their celebrated <em>After Dark</em> comp and some releases by Johnny's <a href=""http://www.myspace.com/chromaticsmusics"">Chromatics</a> project). (-via Tommy E. at <a href=""http://blog.wfmu.org/freeform/2008/08/playin-free-in.html""><em>WFMU's Beware of the Blog</em></a>)</p>",1,2008-11-26 02:15:42,42,147,45.5234515,"Portland, OR",-122.6762071,"Ida No
Johnny Jewel",Glass Candy,Chromatics,['glass candy'],http://www.myspace.com/glasscandy,http://en.wikipedia.org/wiki/Glass_candy,test,medium,256000,0,,2008-11-25 22:17:28,2008-11-26 00:00:00,160,2,Soul-RnB,[11],"[11, 14]",,9492,en,Attribution-NonCommercial-ShareAlike 3.0 International,5851,,1,,[],Love Love Love
764,1,2008-11-26 02:20:09,2001-06-01 00:00:00,,2,215,,13285,Johnny Jewel,[],"Demos 31, 37",9,Album,1996-01-01 00:00:00,,Italians Do It Better,"<p>Producer Johnny Jewel and vocalist Ida No are currently a duo churning out lush, elegant electro-pop that manages to maintain a DIY aesthetic.  And it's DAMN fun to dance to.  They still find ways to incorporate some elements of their earlier days as Glass Candy &amp; the Shattered Theater, a crunchy, noisy, glam-rock disco outfit.  These days, however, the distorted no wave guitar is replaced by layered synth leads and a booming bass. Head over to <a href=""http://www.troublemanunlimited.com/mainset.html"">Troubleman Unlimited</a>, where you can find the latest from Johnny Jewel's and Mike Simonetti's <a href=""http://vivaitalians.blogspot.com/"">Italians Do It Better</a> label (including a limited vinyl issue of their celebrated <em>After Dark</em> comp and some releases by Johnny's <a href=""http://www.myspace.com/chromaticsmusics"">Chromatics</a> project). (-via Tommy E. at <a href=""http://blog.wfmu.org/freeform/2008/08/playin-free-in.html""><em>WFMU's Beware of the Blog</em></a>)</p>",1,2008-11-26 02:15:42,42,147,45.5234515,"Portland, OR",-122.6762071,"Ida No
Johnny Jewel",Glass Candy,Chromatics,['glass candy'],http://www.myspace.com/glasscandy,http://en.wikipedia.org/wiki/Glass_candy,test,medium,256000,0,,2008-11-26 02:17:23,2008-11-26 00:00:00,221,1,Soul-RnB,[11],"[11, 14]",,1796,en,Attribution-NonCommercial-ShareAlike 3.0 International,1123,,2,,[],Be a Dolly
765,0,2008-11-26 02:20:05,2009-01-09 00:00:00,,1,214,"<p>Glass Candy & the Shattered Theater, recorded live at Death Disco on September 26, 2001.</p>
<p>Ida No - vocals</p>
<p>Johnny Jewel - guitar</p>
<p>Ginger Peach - drums</p>",10686,Johnny Jewel,[],Live at Death Disco 9/26/2001,6,Live Performance,1996-01-01 00:00:00,,Italians Do It Better,"<p>Producer Johnny Jewel and vocalist Ida No are currently a duo churning out lush, elegant electro-pop that manages to maintain a DIY aesthetic.  And it's DAMN fun to dance to.  They still find ways to incorporate some elements of their earlier days as Glass Candy &amp; the Shattered Theater, a crunchy, noisy, glam-rock disco outfit.  These days, however, the distorted no wave guitar is replaced by layered synth leads and a booming bass. Head over to <a href=""http://www.troublemanunlimited.com/mainset.html"">Troubleman Unlimited</a>, where you can find the latest from Johnny Jewel's and Mike Simonetti's <a href=""http://vivaitalians.blogspot.com/"">Italians Do It Better</a> label (including a limited vinyl issue of their celebrated <em>After Dark</em> comp and some releases by Johnny's <a href=""http://www.myspace.com/chromaticsmusics"">Chromatics</a> project). (-via Tommy E. at <a href=""http://blog.wfmu.org/freeform/2008/08/playin-free-in.html""><em>WFMU's Beware of the Blog</em></a>)</p>",1,2008-11-26 02:15:42,42,147,45.5234515,"Portland, OR",-122.6762071,"Ida No
Johnny Jewel",Glass Candy,Chromatics,['glass candy'],http://www.myspace.com/glasscandy,http://en.wikipedia.org/wiki/Glass_candy,test,medium,256000,0,,2008-11-26 02:17:25,2001-09-26 00:00:00,138,0,Soul-RnB,[11],"[11, 14]",,2850,en,Attribution-NonCommercial-ShareAlike 3.0 International,1824,,2,,[],Love Love Love
766,1,2008-11-26 02:20:09,2001-06-01 00:00:00,,2,215,,13285,Johnny Jewel,[],"Demos 31, 37",9,Album,1996-01-01 00:00:00,,Italians Do It Better,"<p>Producer Johnny Jewel and vocalist Ida No are currently a duo churning out lush, elegant electro-pop that manages to maintain a DIY aesthetic.  And it's DAMN fun to dance to.  They still find ways to incorporate some elements of their earlier days as Glass Candy &amp; the Shattered Theater, a crunchy, noisy, glam-rock disco outfit.  These days, however, the distorted no wave guitar is replaced by layered synth leads and a booming bass. Head over to <a href=""http://www.troublemanunlimited.com/mainset.html"">Troubleman Unlimited</a>, where you can find the latest from Johnny Jewel's and Mike Simonetti's <a href=""http://vivaitalians.blogspot.com/"">Italians Do It Better</a> label (including a limited vinyl issue of their celebrated <em>After Dark</em> comp and some releases by Johnny's <a href=""http://www.myspace.com/chromaticsmusics"">Chromatics</a> project). (-via Tommy E. at <a href=""http://blog.wfmu.org/freeform/2008/08/playin-free-in.html""><em>WFMU's Beware of the Blog</em></a>)</p>",1,2008-11-26 02:15:42,42,147,45.5234515,"Portland, OR",-122.6762071,"Ida No
Johnny Jewel",Glass Candy,Chromatics,['glass candy'],http://www.myspace.com/glasscandy,http://en.wikipedia.org/wiki/Glass_candy,test,medium,256000,0,,2008-11-26 02:17:28,2008-11-26 00:00:00,191,1,Soul-RnB,[11],"[11, 14]",,1786,en,Attribution-NonCommercial-ShareAlike 3.0 International,947,,3,,[],Love On a Plate
